"schema_name","object_name","object_type","ordinal_position","column_name","data_type","is_nullable","column_default","is_primary_key","indexes_for_column","table_indexes"
"dm","dm_ad_results_daily_v3","materialized view",1,"date","date","YES",NULL,False,"ux_dm_ad_results_daily_v3","ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_ad_results_daily_v3","ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",3,"campaign_key","text","YES",NULL,False,"ux_dm_ad_results_daily_v3","ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",4,"creative_key","text","YES",NULL,False,"ux_dm_ad_results_daily_v3","ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",5,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",6,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",7,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",8,"cpc","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",9,"cpm","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",10,"contracts_total","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",11,"revenue_total","numeric(18,2)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",12,"share_cost_in_platform","numeric(12,6)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",13,"share_revenue_in_platform","numeric(12,6)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",14,"product_key","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",15,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",16,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",17,"cost_alloc_by_revenue","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",18,"cost_alloc_by_contracts","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",19,"creative_title","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",20,"creative_url","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",21,"fb_ad_id","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",22,"fb_adset_id","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",23,"fb_campaign_id","text","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",24,"gads_ad_id","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",25,"gads_ad_group_id","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_ad_results_daily_v3","materialized view",26,"gads_campaign_id","bigint","YES",NULL,False,NULL,"ux_dm_ad_results_daily_v3 (date, platform, campaign_key, creative_key) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",1,"date","date","YES",NULL,False,"ux_dm_campaign_contracts_by_product_v1","ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_campaign_contracts_by_product_v1","ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",3,"campaign_key","text","YES",NULL,False,"ux_dm_campaign_contracts_by_product_v1","ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",4,"product_key","text","YES",NULL,False,"ux_dm_campaign_contracts_by_product_v1","ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",5,"branch_id","integer","YES",NULL,False,"ux_dm_campaign_contracts_by_product_v1","ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",6,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_contracts_by_product_v1","materialized view",7,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ux_dm_campaign_contracts_by_product_v1 (date, platform, campaign_key, product_key, branch_id) [unique]"
"dm","dm_campaign_daily","materialized view",1,"date","date","YES",NULL,False,"ix_dm_cd_date_platform, ux_dm_campaign_daily_nk","ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",2,"platform","text","YES",NULL,False,"ix_dm_cd_date_platform, ux_dm_campaign_daily_nk","ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",3,"campaign_key","text","YES",NULL,False,"ux_dm_campaign_daily_nk","ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",4,"impressions","bigint","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",5,"clicks","bigint","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",6,"cost","numeric(18,6)","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",7,"ctr_pct","numeric(12,4)","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",8,"cpc","numeric(14,4)","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_daily","materialized view",9,"cpm","numeric(14,4)","YES",NULL,False,NULL,"ix_dm_cd_date_platform (date, platform) | ux_dm_campaign_daily_nk (date, platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",1,"platform","text","YES",NULL,False,"ux_dm_campaign_latest_nk","ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",2,"campaign_key","text","YES",NULL,False,"ux_dm_campaign_latest_nk","ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",3,"first_seen","date","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",4,"last_active_date","date","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",5,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",6,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",7,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",8,"ctr_pct","numeric(12,4)","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",9,"cpc","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_latest","materialized view",10,"cpm","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_campaign_latest_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",1,"date","date","YES",NULL,False,"ux_dm_campaign_results_daily_v3","ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_campaign_results_daily_v3","ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",3,"campaign_key","text","YES",NULL,False,"ux_dm_campaign_results_daily_v3","ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",4,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",5,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",6,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",7,"cpc","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",8,"cpm","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",9,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",10,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",11,"share_cost_in_platform","numeric(12,6)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",12,"share_revenue_in_platform","numeric(12,6)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_results_daily_v3","materialized view",13,"share_contracts_in_platform","numeric(12,6)","YES",NULL,False,NULL,"ux_dm_campaign_results_daily_v3 (date, platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",1,"platform","text","YES",NULL,False,"ux_dm_campaign_rolling_7d_nk","ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",2,"campaign_key","text","YES",NULL,False,"ux_dm_campaign_rolling_7d_nk","ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",3,"last_active_date","date","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",4,"window_start","date","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",5,"window_end","date","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",6,"impressions","bigint","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",7,"clicks","bigint","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",8,"cost","numeric(18,6)","YES",NULL,False,"ix_dm_campaign_rolling_7d_cost_desc","ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",9,"ctr_pct","numeric","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",10,"cpc","numeric","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_campaign_rolling_7d","materialized view",11,"cpm","numeric","YES",NULL,False,NULL,"ix_dm_campaign_rolling_7d_cost_desc (cost) | ux_dm_campaign_rolling_7d_nk (platform, campaign_key) [unique]"
"dm","dm_creative_catalog","materialized view",1,"creative_key","text","YES",NULL,False,"ux_dm_creative_catalog_nk","ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_creative_catalog_nk","ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",3,"fb_creative_id","text","YES",NULL,False,"ix_dm_cc_fb_id","ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",4,"fb_title","text","YES",NULL,False,NULL,"ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",5,"fb_permalink_url","text","YES",NULL,False,NULL,"ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",6,"fb_updated_time","timestamp with time zone","YES",NULL,False,NULL,"ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_catalog","materialized view",7,"updated_at","timestamp with time zone","YES",NULL,False,NULL,"ix_dm_cc_fb_id (fb_creative_id) [partial] | ux_dm_creative_catalog_nk (platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",1,"date","date","YES",NULL,False,"ux_dm_creative_daily_nk","ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_creative_daily_nk","ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",3,"creative_key","text","YES",NULL,False,"ux_dm_creative_daily_nk","ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",4,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",5,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",6,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",7,"ctr_pct","numeric","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",8,"cpc","numeric","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_daily","materialized view",9,"cpm","numeric","YES",NULL,False,NULL,"ux_dm_creative_daily_nk (date, platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",1,"platform","text","YES",NULL,False,"ux_dm_creative_latest_nk","ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",2,"creative_key","text","YES",NULL,False,"ux_dm_creative_latest_nk","ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",3,"first_seen","date","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",4,"last_active_date","date","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",5,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",6,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",7,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",8,"ctr_pct","numeric(12,4)","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",9,"cpc","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",10,"cpm","numeric(14,4)","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",11,"fb_creative_id","text","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",12,"fb_title","text","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",13,"fb_permalink_url","text","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_latest","materialized view",14,"fb_updated_time","timestamp with time zone","YES",NULL,False,NULL,"ux_dm_creative_latest_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",1,"platform","text","YES",NULL,False,"ux_dm_creative_rolling_7d_nk","ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",2,"creative_key","text","YES",NULL,False,"ux_dm_creative_rolling_7d_nk","ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",3,"last_active_date","date","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",4,"window_start","date","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",5,"window_end","date","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",6,"impressions","bigint","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",7,"clicks","bigint","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",8,"cost","numeric(18,6)","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",9,"ctr_pct","numeric","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",10,"cpc","numeric","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_creative_rolling_7d","materialized view",11,"cpm","numeric","YES",NULL,False,NULL,"ux_dm_creative_rolling_7d_nk (platform, creative_key) [unique]"
"dm","dm_crm_contracts_daily","materialized view",1,"date","date","YES",NULL,False,"ux_dm_crm_contracts_daily_nk","ux_dm_crm_contracts_daily_nk (date, platform) [unique]"
"dm","dm_crm_contracts_daily","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_contracts_daily_nk","ux_dm_crm_contracts_daily_nk (date, platform) [unique]"
"dm","dm_crm_contracts_daily","materialized view",3,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_crm_contracts_daily_nk (date, platform) [unique]"
"dm","dm_crm_contracts_daily","materialized view",4,"revenue","numeric","YES",NULL,False,NULL,"ux_dm_crm_contracts_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily","materialized view",1,"date","date","YES",NULL,False,"ux_dm_crm_funnel_daily_nk","ux_dm_crm_funnel_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_funnel_daily_nk","ux_dm_crm_funnel_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily","materialized view",3,"leads","bigint","YES",NULL,False,NULL,"ux_dm_crm_funnel_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily","materialized view",4,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_crm_funnel_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily","materialized view",5,"revenue","numeric","YES",NULL,False,NULL,"ux_dm_crm_funnel_daily_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily_v2","materialized view",1,"date","date","YES",NULL,False,"ix_dm_crm_funnel_daily_v2_date, ux_dm_crm_funnel_daily_v2_nk","ix_dm_crm_funnel_daily_v2_date (date) | ux_dm_crm_funnel_daily_v2_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily_v2","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_funnel_daily_v2_nk","ix_dm_crm_funnel_daily_v2_date (date) | ux_dm_crm_funnel_daily_v2_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily_v2","materialized view",3,"leads","bigint","YES",NULL,False,NULL,"ix_dm_crm_funnel_daily_v2_date (date) | ux_dm_crm_funnel_daily_v2_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily_v2","materialized view",4,"contracts","bigint","YES",NULL,False,NULL,"ix_dm_crm_funnel_daily_v2_date (date) | ux_dm_crm_funnel_daily_v2_nk (date, platform) [unique]"
"dm","dm_crm_funnel_daily_v2","materialized view",5,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ix_dm_crm_funnel_daily_v2_date (date) | ux_dm_crm_funnel_daily_v2_nk (date, platform) [unique]"
"dm","dm_crm_leads_daily","materialized view",1,"date","date","YES",NULL,False,"ux_dm_crm_leads_daily_nk","ux_dm_crm_leads_daily_nk (date, platform) [unique]"
"dm","dm_crm_leads_daily","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_leads_daily_nk","ux_dm_crm_leads_daily_nk (date, platform) [unique]"
"dm","dm_crm_leads_daily","materialized view",3,"leads","bigint","YES",NULL,False,NULL,"ux_dm_crm_leads_daily_nk (date, platform) [unique]"
"dm","dm_crm_sources_daily","materialized view",1,"date","date","YES",NULL,False,"ux_dm_crm_sources_daily_nk","ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_sources_daily_nk","ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily","materialized view",3,"source","text","YES",NULL,False,"ux_dm_crm_sources_daily_nk","ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily","materialized view",4,"leads","bigint","YES",NULL,False,NULL,"ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily","materialized view",5,"contracts","bigint","YES",NULL,False,NULL,"ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily","materialized view",6,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ux_dm_crm_sources_daily_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",1,"date","date","YES",NULL,False,"ix_dm_crm_sources_daily_v2_date, ux_dm_crm_sources_daily_v2_nk","ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",2,"platform","text","YES",NULL,False,"ux_dm_crm_sources_daily_v2_nk","ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",3,"source","text","YES",NULL,False,"ux_dm_crm_sources_daily_v2_nk","ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",4,"leads","bigint","YES",NULL,False,NULL,"ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",5,"contracts","bigint","YES",NULL,False,NULL,"ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_crm_sources_daily_v2","materialized view",6,"revenue","numeric(18,2)","YES",NULL,False,NULL,"ix_dm_crm_sources_daily_v2_date (date) | ux_dm_crm_sources_daily_v2_nk (date, platform, source) [unique]"
"dm","dm_marketing_daily","materialized view",1,"date","date","YES",NULL,False,"ix_dm_md_date_platform, ux_dm_marketing_daily_nk","ix_dm_md_campaign (campaign_key) | ix_dm_md_creative (creative_key) | ix_dm_md_date_platform (date, platform) | ix_dm_md_platform_campaign (platform, campaign_key) | ix_dm_md_platform_creative (platform, creative_key) | ux_dm_marketing_daily_nk (date, platform, campaign_key, creative_key) [unique]"
